city,year,weekofyear,total_cases
iq,2010,46,6
iq,2010,47,6
iq,2010,48,6
iq,2010,49,4
iq,2010,50,10
iq,2010,51,4
iq,2011,52,15
iq,2011,1,11
iq,2011,2,8
iq,2011,3,7
iq,2011,4,4
iq,2011,5,5
iq,2011,6,8
iq,2011,7,10
iq,2011,8,7
iq,2011,9,9
iq,2011,10,3
iq,2011,11,6
iq,2011,12,5
iq,2011,13,5
iq,2011,14,4
iq,2011,15,3
iq,2011,16,3
iq,2011,17,3
iq,2011,18,3
iq,2011,19,3
iq,2011,20,3
iq,2011,21,15
iq,2011,22,3
iq,2011,23,3
iq,2011,24,3
iq,2011,25,3
iq,2011,26,3
iq,2011,27,3
iq,2011,28,3
iq,2011,29,3
iq,2011,30,3
iq,2011,31,3
iq,2011,32,3
iq,2011,33,3
iq,2011,34,3
iq,2011,35,3
iq,2011,36,3
iq,2011,37,3
iq,2011,38,3
iq,2011,39,3
iq,2011,40,3
iq,2011,41,3
iq,2011,42,7
iq,2011,43,8
iq,2011,44,6
iq,2011,45,6
iq,2011,46,8
iq,2011,47,4
iq,2011,48,7
iq,2011,49,11
iq,2011,50,15
iq,2011,51,12
iq,2012,52,7
iq,2012,1,13
iq,2012,2,4
iq,2012,3,9
iq,2012,4,3
iq,2012,5,4
iq,2012,6,9
iq,2012,7,14
iq,2012,8,5
iq,2012,9,3
iq,2012,10,3
iq,2012,11,3
iq,2012,12,3
iq,2012,13,3
iq,2012,14,3
iq,2012,15,3
iq,2012,16,4
iq,2012,17,4
iq,2012,18,3
iq,2012,19,3
iq,2012,20,4
iq,2012,21,3
iq,2012,22,3
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,3
iq,2012,28,3
iq,2012,29,3
iq,2012,30,3
iq,2012,31,3
iq,2012,32,3
iq,2012,33,3
iq,2012,34,3
iq,2012,35,3
iq,2012,36,3
iq,2012,37,3
iq,2012,38,3
iq,2012,39,4
iq,2012,40,4
iq,2012,41,6
iq,2012,42,6
iq,2012,43,8
iq,2012,44,5
iq,2012,45,8
iq,2012,46,10
iq,2012,47,22
iq,2012,48,8
iq,2012,49,9
iq,2012,50,8
iq,2012,51,4
iq,2013,1,8
iq,2013,2,3
iq,2013,3,4
iq,2013,4,8
iq,2013,5,8
iq,2013,6,6
iq,2013,7,6
iq,2013,8,7
iq,2013,9,5
iq,2013,10,5
iq,2013,11,4
iq,2013,12,7
iq,2013,13,5
iq,2013,14,4
iq,2013,15,3
iq,2013,16,3
iq,2013,17,3
iq,2013,18,3
iq,2013,19,3
iq,2013,20,3
iq,2013,21,3
iq,2013,22,3
iq,2013,23,3
iq,2013,24,3
iq,2013,25,3
iq,2013,26,3
