city,year,weekofyear,total_cases
iq,2010,45,15
iq,2010,46,9
iq,2010,47,12
iq,2010,48,12
iq,2010,49,7
iq,2010,50,18
iq,2010,51,11
iq,2011,52,20
iq,2011,1,17
iq,2011,2,13
iq,2011,3,9
iq,2011,4,11
iq,2011,5,8
iq,2011,6,8
iq,2011,7,14
iq,2011,8,11
iq,2011,9,14
iq,2011,10,8
iq,2011,11,9
iq,2011,12,9
iq,2011,13,9
iq,2011,14,8
iq,2011,15,8
iq,2011,16,8
iq,2011,17,8
iq,2011,18,8
iq,2011,19,3
iq,2011,20,5
iq,2011,21,12
iq,2011,22,4
iq,2011,23,7
iq,2011,24,6
iq,2011,25,4
iq,2011,26,4
iq,2011,27,5
iq,2011,28,3
iq,2011,29,2
iq,2011,30,2
iq,2011,31,4
iq,2011,32,2
iq,2011,33,2
iq,2011,34,3
iq,2011,35,3
iq,2011,36,2
iq,2011,37,3
iq,2011,38,7
iq,2011,39,5
iq,2011,40,4
iq,2011,41,6
iq,2011,42,10
iq,2011,43,12
iq,2011,44,11
iq,2011,45,10
iq,2011,46,13
iq,2011,47,10
iq,2011,48,12
iq,2011,49,13
iq,2011,50,21
iq,2011,51,20
iq,2012,52,8
iq,2012,1,15
iq,2012,2,8
iq,2012,3,13
iq,2012,4,4
iq,2012,5,10
iq,2012,6,15
iq,2012,7,12
iq,2012,8,11
iq,2012,9,6
iq,2012,10,8
iq,2012,11,3
iq,2012,12,3
iq,2012,13,10
iq,2012,14,4
iq,2012,15,7
iq,2012,16,11
iq,2012,17,8
iq,2012,18,5
iq,2012,19,2
iq,2012,20,7
iq,2012,21,3
iq,2012,22,2
iq,2012,23,4
iq,2012,24,4
iq,2012,25,2
iq,2012,26,2
iq,2012,27,3
iq,2012,28,2
iq,2012,29,4
iq,2012,30,5
iq,2012,31,3
iq,2012,32,3
iq,2012,33,4
iq,2012,34,6
iq,2012,35,4
iq,2012,36,5
iq,2012,37,5
iq,2012,38,6
iq,2012,39,9
iq,2012,40,9
iq,2012,41,8
iq,2012,42,9
iq,2012,43,11
iq,2012,44,11
iq,2012,45,13
iq,2012,46,16
iq,2012,47,20
iq,2012,48,11
iq,2012,49,13
iq,2012,50,14
iq,2012,51,7
iq,2013,1,11
iq,2013,2,8
iq,2013,3,8
iq,2013,4,14
iq,2013,5,13
iq,2013,6,11
iq,2013,7,12
iq,2013,8,10
iq,2013,9,11
iq,2013,10,13
iq,2013,11,10
iq,2013,12,13
iq,2013,13,9
iq,2013,14,9
iq,2013,15,6
iq,2013,16,8
iq,2013,17,9
iq,2013,18,4
iq,2013,19,7
iq,2013,20,8
iq,2013,21,4
iq,2013,22,4
iq,2013,23,2
iq,2013,24,2
iq,2013,25,3
iq,2013,26,3
