city,year,weekofyear,total_cases
iq,2010,36,2
iq,2010,37,1
iq,2010,38,3
iq,2010,39,0
iq,2010,40,1
iq,2010,41,4
iq,2010,42,5
iq,2010,43,3
iq,2010,44,2
iq,2010,45,27
iq,2010,46,2
iq,2010,47,5
iq,2010,48,7
iq,2010,49,2
iq,2010,50,4
iq,2010,51,2
iq,2011,52,3
iq,2011,1,13
iq,2011,2,9
iq,2011,3,10
iq,2011,4,5
iq,2011,5,13
iq,2011,6,12
iq,2011,7,6
iq,2011,8,6
iq,2011,9,27
iq,2011,10,8
iq,2011,11,7
iq,2011,12,7
iq,2011,13,7
iq,2011,14,13
iq,2011,15,16
iq,2011,16,77
iq,2011,17,8
iq,2011,18,5
iq,2011,19,1
iq,2011,20,3
iq,2011,21,4
iq,2011,22,2
iq,2011,23,3
iq,2011,24,4
iq,2011,25,2
iq,2011,26,7
iq,2011,27,2
iq,2011,28,6
iq,2011,29,0
iq,2011,30,5
iq,2011,31,1
iq,2011,32,0
iq,2011,33,14
iq,2011,34,3
iq,2011,35,5
iq,2011,36,3
iq,2011,37,0
iq,2011,38,5
iq,2011,39,4
iq,2011,40,2
iq,2011,41,2
iq,2011,42,4
iq,2011,43,2
iq,2011,44,1
iq,2011,45,4
iq,2011,46,7
iq,2011,47,9
iq,2011,48,8
iq,2011,49,20
iq,2011,50,8
iq,2011,51,4
iq,2012,52,2
iq,2012,1,12
iq,2012,2,5
iq,2012,3,12
iq,2012,4,6
iq,2012,5,14
iq,2012,6,13
iq,2012,7,23
iq,2012,8,28
iq,2012,9,1
iq,2012,10,7
iq,2012,11,3
iq,2012,12,1
iq,2012,13,9
iq,2012,14,2
iq,2012,15,3
iq,2012,16,13
iq,2012,17,0
iq,2012,18,15
iq,2012,19,2
iq,2012,20,8
iq,2012,21,2
iq,2012,22,2
iq,2012,23,4
iq,2012,24,2
iq,2012,25,6
iq,2012,26,2
iq,2012,27,2
iq,2012,28,3
iq,2012,29,2
iq,2012,30,1
iq,2012,31,1
iq,2012,32,4
iq,2012,33,1
iq,2012,34,1
iq,2012,35,1
iq,2012,36,1
iq,2012,37,1
iq,2012,38,2
iq,2012,39,2
iq,2012,40,2
iq,2012,41,4
iq,2012,42,12
iq,2012,43,19
iq,2012,44,8
iq,2012,45,4
iq,2012,46,9
iq,2012,47,14
iq,2012,48,19
iq,2012,49,3
iq,2012,50,6
iq,2012,51,11
iq,2013,1,6
iq,2013,2,4
iq,2013,3,77
iq,2013,4,9
iq,2013,5,8
iq,2013,6,16
iq,2013,7,4
iq,2013,8,14
iq,2013,9,9
iq,2013,10,8
iq,2013,11,12
iq,2013,12,7
iq,2013,13,11
iq,2013,14,14
iq,2013,15,6
iq,2013,16,2
iq,2013,17,4
iq,2013,18,4
iq,2013,19,5
iq,2013,20,2
iq,2013,21,3
iq,2013,22,6
iq,2013,23,3
iq,2013,24,7
iq,2013,25,0
iq,2013,26,2
