city,year,weekofyear,total_cases
sj,2013,15,8
sj,2013,16,3
sj,2013,17,7
iq,2010,26,3
iq,2010,27,0
iq,2010,28,3
iq,2010,29,2
iq,2010,30,0
iq,2010,31,4
iq,2010,32,3
iq,2010,33,2
iq,2010,34,-1
iq,2010,35,10
iq,2010,36,4
iq,2010,37,7
iq,2010,38,2
iq,2010,39,13
iq,2010,40,36
iq,2010,41,10
iq,2010,42,16
iq,2010,43,8
iq,2010,44,15
iq,2010,45,9
iq,2010,46,10
iq,2010,47,1
iq,2010,48,7
iq,2010,49,-3
iq,2010,50,14
iq,2010,51,8
iq,2011,52,2
iq,2011,1,22
iq,2011,2,10
iq,2011,3,12
iq,2011,4,18
iq,2011,5,17
iq,2011,6,19
iq,2011,7,16
iq,2011,8,14
iq,2011,9,15
iq,2011,10,11
iq,2011,11,10
iq,2011,12,10
iq,2011,13,8
iq,2011,14,2
iq,2011,15,8
iq,2011,16,1
iq,2011,17,3
iq,2011,18,9
iq,2011,19,6
iq,2011,20,5
iq,2011,21,2
iq,2011,22,3
iq,2011,23,6
iq,2011,24,4
iq,2011,25,1
iq,2011,26,6
iq,2011,27,-1
iq,2011,28,1
iq,2011,29,7
iq,2011,30,1
iq,2011,31,4
iq,2011,32,3
iq,2011,33,1
iq,2011,34,-2
iq,2011,35,-1
iq,2011,36,0
iq,2011,37,10
iq,2011,38,13
iq,2011,39,22
iq,2011,40,8
iq,2011,41,7
iq,2011,42,5
iq,2011,43,11
iq,2011,44,7
iq,2011,45,16
iq,2011,46,21
iq,2011,47,4
iq,2011,48,14
iq,2011,49,18
iq,2011,50,41
iq,2011,51,16
iq,2012,52,4
iq,2012,1,12
iq,2012,2,12
iq,2012,3,12
iq,2012,4,17
iq,2012,5,17
iq,2012,6,19
iq,2012,7,19
iq,2012,8,17
iq,2012,9,8
iq,2012,10,3
iq,2012,11,0
iq,2012,12,4
iq,2012,13,6
iq,2012,14,3
iq,2012,15,0
iq,2012,16,-1
iq,2012,17,16
iq,2012,18,7
iq,2012,19,5
iq,2012,20,6
iq,2012,21,3
iq,2012,22,1
iq,2012,23,0
iq,2012,24,1
iq,2012,25,5
iq,2012,26,2
iq,2012,27,2
iq,2012,28,6
iq,2012,29,7
iq,2012,30,9
iq,2012,31,1
iq,2012,32,3
iq,2012,33,8
iq,2012,34,9
iq,2012,35,8
iq,2012,36,6
iq,2012,37,1
iq,2012,38,10
iq,2012,39,11
iq,2012,40,14
iq,2012,41,3
iq,2012,42,13
iq,2012,43,16
iq,2012,44,6
iq,2012,45,6
iq,2012,46,10
iq,2012,47,30
iq,2012,48,16
iq,2012,49,13
iq,2012,50,10
iq,2012,51,6
iq,2013,1,17
iq,2013,2,17
iq,2013,3,16
iq,2013,4,19
iq,2013,5,26
iq,2013,6,16
iq,2013,7,13
iq,2013,8,12
iq,2013,9,18
iq,2013,10,7
iq,2013,11,10
iq,2013,12,8
iq,2013,13,16
iq,2013,14,1
iq,2013,15,3
iq,2013,16,8
iq,2013,17,10
iq,2013,18,3
iq,2013,19,7
iq,2013,20,3
iq,2013,21,-3
iq,2013,22,15
iq,2013,23,6
iq,2013,24,0
iq,2013,25,7
iq,2013,26,5
