city,year,weekofyear,total_cases
iq,2011,16,15
iq,2011,17,41
iq,2011,18,40
iq,2011,19,7
iq,2011,20,3
iq,2011,21,7
iq,2011,22,10
iq,2011,23,32
iq,2011,24,27
iq,2011,25,9
iq,2011,26,46
iq,2011,27,13
iq,2011,28,11
iq,2011,29,20
iq,2011,30,89
iq,2011,31,16
iq,2011,32,6
iq,2011,33,22
iq,2011,34,45
iq,2011,35,11
iq,2011,36,15
iq,2011,37,139
iq,2011,38,29
iq,2011,39,58
iq,2011,40,46
iq,2011,41,6
iq,2011,42,22
iq,2011,43,66
iq,2011,44,5
iq,2011,45,7
iq,2011,46,3
iq,2011,47,45
iq,2011,48,13
iq,2011,49,3
iq,2011,50,23
iq,2011,51,22
iq,2012,52,32
iq,2012,1,20
iq,2012,2,38
iq,2012,3,2
iq,2012,4,27
iq,2012,5,12
iq,2012,6,5
iq,2012,7,36
iq,2012,8,37
iq,2012,9,60
iq,2012,10,10
iq,2012,11,2
iq,2012,12,18
iq,2012,13,10
iq,2012,14,4
iq,2012,15,8
iq,2012,16,50
iq,2012,17,77
iq,2012,18,7
iq,2012,19,44
iq,2012,20,6
iq,2012,21,43
iq,2012,22,66
iq,2012,23,4
iq,2012,24,8
iq,2012,25,9
iq,2012,26,9
iq,2012,27,141
iq,2012,28,14
iq,2012,29,26
iq,2012,30,45
iq,2012,31,3
iq,2012,32,5
iq,2012,33,36
iq,2012,34,56
iq,2012,35,34
iq,2012,36,43
iq,2012,37,21
iq,2012,38,44
iq,2012,39,17
iq,2012,40,50
iq,2012,41,27
iq,2012,42,7
iq,2012,43,28
iq,2012,44,9
iq,2012,45,3
iq,2012,46,4
iq,2012,47,3
iq,2012,48,7
iq,2012,49,11
iq,2012,50,14
iq,2012,51,6
iq,2013,1,2
iq,2013,2,8
iq,2013,3,18
iq,2013,4,3
iq,2013,5,5
iq,2013,6,63
iq,2013,7,60
iq,2013,8,176
iq,2013,9,11
iq,2013,10,13
iq,2013,11,12
iq,2013,12,17
iq,2013,13,27
iq,2013,14,9
iq,2013,15,7
iq,2013,16,28
iq,2013,17,6
iq,2013,18,33
iq,2013,19,16
iq,2013,20,21
iq,2013,21,14
iq,2013,22,4
iq,2013,23,20
iq,2013,24,44
iq,2013,25,148
iq,2013,26,5
